Genes,Phos Site No,Domain No,Protein Mass,Transcript Length,Gene Length,Exon No,CDS Length,Isoform No,Amino Acid Length,target
GPRASP2,21,1,93773,3834.0,5557.0,4.6,2517.0,3,838.0,Expanded Positives
SIRPA,12,2,54967,4158.5,46425.0,8.75,1518.0857142857142,4,505.0,Expanded Positives
TMEM132A,6,3,110110,1829.166666666667,12696.0,4.357142857142857,2049.9142857142856,6,415.16666666666674,Expanded Positives
KIFC2,13,1,90147,3037.666666666666,8159.0,9.777777777777779,2372.320754716981,3,791.0,Expanded Positives
PRMT1,13,2,42462,970.1818181818179,13243.0,5.904761904761906,703.6739130434783,12,210.91666666666663,Expanded Positives
LRRC59,7,1,34930,1616.333333333333,22464.0,3.6666666666666665,652.0909090909091,3,142.0,Expanded Positives
TP53BP2,46,2,125616,3358.0,66061.0,6.5,2226.839285714286,6,424.66666666666674,Expanded Positives
ATP2B4,38,6,137920,4717.2,117520.0,10.857142857142858,3114.7972972972966,6,648.8333333333334,Expanded Positives
CACNA1I,11,1,245103,8147.0,118984.0,29.2,6314.041666666668,4,2102.0,Expanded Positives
CLN3,10,1,47623,1459.2272727272727,21464.0,10.40625,806.7293064876958,38,244.5263157894737,Expanded Positives
DYNC1I1,11,2,72955,2049.6,337816.0,11.833333333333336,1664.793893129771,10,460.9,Expanded Positives
ARPC2,10,1,34333,1035.25,37215.0,5.666666666666668,557.9565217391304,6,163.83333333333334,Expanded Positives
SHANK1,23,4,224959,6127.25,57623.0,11.125,6067.134146341464,5,1642.6,Expanded Positives
TUBB3,33,2,50433,974.75,17369.0,4.0,439.6428571428572,13,152.46153846153842,Expanded Positives
TSC2,92,3,200608,4739.15,41524.0,16.681159420289855,4432.752136752137,30,1058.2666666666667,Expanded Positives
CACNG7,8,1,31003,1445.0,34606.0,4.5,766.4,3,249.33333333333331,Expanded Positives
EIF4A3,15,2,46871,1865.0,12782.0,5.666666666666668,1216.75,4,405.75,Expanded Positives
KCNIP4,4,2,28729,1626.875,1177950.5753424657,5.615384615384616,577.0151515151515,9,176.88888888888889,Expanded Positives
CACNA1G,23,1,262472,6580.964285714284,66759.0,33.5,6425.581211589112,34,2046.1176470588236,Expanded Positives
LRP2,45,5,521958,9832.0,235425.0,24.0,8604.0,5,2466.8,Expanded Positives
EIF4G1,79,3,175491,3213.4230769230767,20863.0,15.710526315789476,3590.898395721925,29,859.5862068965519,Expanded Positives
MARK2,102,3,87911,2347.857142857143,72091.0,13.066666666666665,2009.994845360825,14,552.1428571428571,Expanded Positives
RPS13,13,2,17222,457.66666666666674,3327.0,4.0,421.35294117647067,3,138.33333333333334,Expanded Positives
TPRG1L,3,1,30212,2295.0,5112.0,4.5,740.3333333333335,2,242.5,Expanded Positives
TERF2,13,3,59594,1248.5,53004.0,4.833333333333333,748.54,10,200.6,Expanded Positives
HSD17B10,9,1,26923,899.6666666666665,3115.0,5.0,695.2941176470587,3,227.33333333333331,Expanded Positives
DDX41,16,2,69838,951.6666666666665,5384.0,8.695652173913043,902.8450704225353,8,257.625,Expanded Positives
KCNN1,4,3,59987,1938.333333333333,48787.0,6.0,1526.7272727272727,3,414.66666666666674,Expanded Positives
B3GNT4,2,1,42310,2282.5,5271.0,2.333333333333333,789.0,4,284.75,Expanded Positives
DDX6,18,2,54417,4274.75,43401.0,7.625,1322.5,4,409.0,Expanded Positives
ATP6V1H,6,2,55883,1580.333333333333,128015.0,6.2105263157894735,941.7727272727273,9,249.66666666666663,Expanded Positives
KLHL2,4,3,65975,2032.0,115595.0,11.1,1237.3617021276596,8,366.75,Expanded Positives
LASP1,33,3,29717,2812.2,51911.0,5.666666666666668,526.3255813953489,7,165.71428571428572,Expanded Positives
MCM3,48,4,90981,2605.0,20872.0,13.333333333333336,2261.76,6,622.8333333333334,Expanded Positives
RUNDC3A,5,1,49747,1833.666666666667,10257.0,8.571428571428571,1254.0,3,417.0,Expanded Positives
CDK5R1,4,1,34060,2306.0,4260.0,2.333333333333333,511.8571428571428,3,179.0,Expanded Positives
IDS,7,1,61873,2691.0,44108.0,6.625,868.046511627907,6,262.6666666666667,Expanded Positives
TECR,5,1,36034,962.0,48895.0,7.538461538461537,589.421052631579,5,193.6,Expanded Positives
SCN8A,9,4,225280,5925.181818181818,222598.0,15.388888888888891,4685.627450980393,10,1169.4,Expanded Positives
KIR3DL1,5,1,49098,1761.0588235294117,15877.200698080282,8.426470588235292,1264.3612565445026,68,417.6911764705882,Expanded Positives
HIVEP2,83,1,269053,9828.0,205229.0,6.8,7341.0,3,2446.0,Expanded Positives
APBB1,17,2,77244,1932.125,24290.0,11.166666666666664,1556.2,17,488.7058823529412,Expanded Positives
RPL13A,5,1,23577,961.6666666666665,4754.0,5.571428571428571,391.2564102564103,5,129.8,Expanded Positives
ZC3H15,16,2,48602,1404.0,23108.0,5.222222222222221,687.125,4,169.0,Expanded Positives
DYNLRB1,4,1,10922,1061.0,24549.0,4.0,307.6363636363636,3,97.0,Expanded Positives
SBF2,22,6,208464,2551.75,515540.0,8.642857142857142,4082.0338983050847,4,677.0,Expanded Positives
RAC1,11,1,21450,1608.0,29440.0,5.0,609.6923076923077,2,201.5,Expanded Positives
TRPM3,12,3,197571,4631.428571428572,917841.0,17.5,4323.132841328414,14,1190.357142857143,Expanded Positives
GPR162,4,1,63930,1484.5,8348.0,3.571428571428572,1086.7777777777776,4,351.0,Expanded Positives
AXIN1,23,4,95635,2455.0,65283.0,7.4,2258.875,3,596.6666666666666,Expanded Positives
RPS27,5,1,9461,352.0,1393.0,3.6,250.0,2,82.5,Expanded Positives
PHGDH,17,2,56651,1483.4,95815.0,8.235294117647058,825.2070707070708,21,242.57142857142856,Expanded Positives
JPH4,5,1,65861,3316.0,10755.0,5.2,1713.0,4,544.5,Expanded Positives
GPR37L1,5,1,52771,6529.0,10675.0,2.0,1446.0,1,481.0,Expanded Positives
DGKG,2,4,89124,3215.25,256566.0,11.181818181818182,2194.230769230769,4,615.75,Expanded Positives
NACC1,17,2,57258,1952.0,24285.0,3.6666666666666665,1051.3636363636363,3,262.0,Expanded Positives
CMAS,5,1,48379,1143.0,19456.0,5.4,770.125,4,220.5,Expanded Positives
GNAZ,9,1,40924,3170.0,54513.0,2.333333333333333,1068.0,1,355.0,Expanded Positives
TPPP,13,1,23694,5979.0,33490.0,4.0,660.0,1,219.0,Expanded Positives
SBNO1,38,2,154312,11076.666666666664,75738.0,31.66666666666667,4180.989473684211,3,1392.666666666667,Expanded Positives
ITCH,28,3,102803,3125.3,177507.0,16.3125,2196.898678414097,5,542.4,Expanded Positives
EPN2,41,1,68482,1786.25,121100.0,5.25925925925926,1096.0673076923076,17,271.4705882352941,Expanded Positives
SNCB,4,1,14288,1094.0,10474.0,5.666666666666668,396.8709677419355,5,131.2,Expanded Positives
NDUFS1,17,4,79468,3404.625,44692.0,14.0,1900.1605839416056,18,556.0,Expanded Positives
FOXP1,14,2,75317,2044.6279069767445,631176.0,10.223684210526317,1631.7201834862385,48,435.58333333333326,Expanded Positives
NKRF,34,2,77673,3635.0,18106.0,2.6,2093.0,3,695.0,Expanded Positives
SH3KBP1,50,1,73126,2327.285714285714,353623.0,11.444444444444445,1649.3222222222225,7,467.8571428571428,Expanded Positives
NCKIPSD,21,2,78960,1490.0,12520.0,6.666666666666668,1351.1818181818182,8,334.625,Expanded Positives
RAB2A,11,1,23546,1355.2,106708.0,5.25,453.90243902439016,7,128.42857142857142,Expanded Positives
XPO1,22,6,123386,1615.6,60777.0,7.583333333333332,1904.376811594203,12,340.6666666666667,Expanded Positives
RPA1,24,4,68138,2349.0,70380.0,7.2857142857142865,1169.8684210526314,4,301.5,Expanded Positives
PJA2,41,1,78214,4750.5,75261.0,6.5,2127.0,2,708.0,Expanded Positives
CCHCR1,15,1,88671,1350.7945205479452,15788.459926017264,7.052173913043478,1653.7237410071946,77,354.1428571428572,Expanded Positives
ACTA2,43,1,42009,990.3333333333335,56265.0,5.0,776.1052631578948,3,226.33333333333331,Expanded Positives
MAP4,181,1,121005,3180.916666666666,238582.0,7.8125,3006.547826086957,12,652.0833333333334,Expanded Positives
DHX15,26,4,90933,2998.0,67113.0,3.9,2388.0,1,795.0,Expanded Positives
DDHD2,10,3,81032,1611.833333333333,50340.0,5.875,1108.36,14,239.07142857142856,Expanded Positives
UTRN,79,6,394466,2039.1,567333.0,11.384615384615385,6085.255319148936,10,563.9,Expanded Positives
SLC12A5,19,2,126184,2231.2727272727275,38462.0,7.16,1731.0148148148148,13,313.53846153846155,Expanded Positives
ANXA6,41,1,75873,1325.7777777777776,57079.0,10.2,1185.037037037037,11,269.45454545454544,Expanded Positives
JAKMIP1,9,1,73209,2256.0,174388.0,14.25,1845.0283018867926,7,594.0,Expanded Positives
ST8SIA3,5,1,43970,5320.5,19174.0,3.0,814.7142857142858,2,252.5,Expanded Positives
GABARAPL2,2,1,13667,745.5,11506.0,3.0,235.7142857142857,4,76.0,Expanded Positives
SMARCE1,29,1,46649,2316.708333333333,23692.0,7.784313725490196,795.0539568345323,31,247.4838709677419,Expanded Positives
MAPK8IP1,41,2,77524,3115.0,20814.0,8.666666666666666,2121.0,2,706.0,Expanded Positives
RPS9,10,2,22591,746.0882352941177,39962.76158940397,4.441176470588236,477.7113402061856,28,155.07142857142858,Expanded Positives
RLBP1,3,2,36474,1123.5,11745.0,5.5,564.6,3,165.33333333333334,Expanded Positives
MAPRE1,16,2,29999,2562.0,30451.0,7.0,807.0,1,268.0,Expanded Positives
SMARCA2,50,7,181279,1858.7142857142856,213334.0,8.287878787878787,2463.577367205543,48,345.16666666666674,Expanded Positives
CTNNA1,55,1,100071,1034.7777777777776,324067.0,5.886363636363638,907.9864253393663,32,176.21875,Expanded Positives
HNRNPH1,40,2,49229,1056.3823529411766,17930.100278551534,6.189655172413793,896.3419117647059,38,226.578947368421,Expanded Positives
HSPH1,36,1,96865,3608.0,27414.0,11.888888888888891,2011.1123595505621,6,590.6666666666666,Expanded Positives
RAB6B,12,1,23462,2001.4285714285716,71647.0,6.428571428571429,467.7555555555555,7,134.0,Expanded Positives
PRKAR1B,17,2,43073,1525.8,178453.0,7.416666666666668,976.190476190476,10,289.4,Expanded Positives
SLC25A4,17,1,33064,4415.0,7116.0,4.0,762.0,2,253.0,Expanded Positives
PSMA7,17,2,27887,836.25,6707.0,5.5,597.8636363636364,4,190.5,Expanded Positives
RAB40AL,2,2,31239,1029.0,1028.0,1.0,837.0,1,278.0,Expanded Positives
KIF21A,50,2,187179,4050.333333333334,150162.0,18.428571428571427,4209.85,10,1077.9,Expanded Positives
PI4KA,53,2,236830,2987.333333333333,151726.0,9.777777777777779,5070.041666666667,3,874.6666666666665,Expanded Positives
RASGRP1,16,4,90402,2301.6,77472.0,11.538461538461537,1872.24,13,474.1538461538461,Expanded Positives
ARPC5L,3,1,16941,1916.0,15603.0,4.333333333333333,462.0,2,153.0,Expanded Positives
RPL19,15,1,23466,817.5,4449.0,5.333333333333333,585.75,4,194.25,Expanded Positives
CAMKV,3,1,54354,2105.375,11947.0,8.235294117647058,1106.5922330097087,10,356.4,Expanded Positives
NONO,22,2,54232,1496.333333333333,17976.0,7.066666666666666,1054.337837837838,9,296.8888888888889,Expanded Positives
NR3C1,33,3,85659,2930.5,157581.0,5.941176470588236,2101.521739130435,13,529.3846153846154,Expanded Positives
SRGAP3,38,3,124504,7089.0,382462.0,9.538461538461537,2535.138461538461,3,836.3333333333335,Expanded Positives
NMNAT2,5,1,34439,5444.5,170143.0,7.75,916.5,2,304.5,Expanded Positives
CDKN1A,12,1,18119,1889.2,10879.0,3.0,495.0,5,164.0,Expanded Positives
DDB1,30,2,126968,1366.6666666666667,43145.0,7.16,2554.4415584415588,7,421.8571428571428,Expanded Positives
ACTA1,42,1,42051,1306.5,2853.0,6.5,963.6923076923076,2,315.5,Expanded Positives
TPD52,33,1,24327,2634.0,196487.0,4.931034482758621,452.8,13,149.23076923076925,Expanded Positives
ITPR1,38,5,313929,5656.347826086957,354495.0,19.553571428571427,6664.485889570552,25,1422.8,Expanded Positives
TGOLN2,32,1,45880,4163.166666666667,10276.0,4.166666666666667,1323.84,6,441.5,Expanded Positives
FAM98B,8,1,45547,2601.333333333333,33583.0,5.5,978.2631578947368,3,288.0,Expanded Positives
PGM2L1,10,4,70442,8477.0,68117.0,7.5,1869.0,1,622.0,Expanded Positives
FGF13,6,1,27564,3379.25,608050.0,5.375,595.6744186046511,8,183.0,Expanded Positives
RPL4,29,2,47697,1434.75,26517.0,5.235294117647058,921.5625,4,275.25,Expanded Positives
RPS16,5,1,16445,528.6666666666666,2812.0,3.875,353.76,6,110.33333333333331,Expanded Positives
VPS53,9,1,79653,3042.4285714285716,213049.0,8.75,1565.616,18,426.22222222222223,Expanded Positives
HMGB2,20,2,24034,1181.25,3430.0,4.2,579.5555555555555,4,190.25,Expanded Positives
CADPS2,16,2,147735,4759.428571428572,568348.0,23.5,3475.256830601093,7,1104.142857142857,Expanded Positives
CAPZA1,11,1,32923,2358.0,51811.0,6.0,861.0,1,286.0,Expanded Positives
IPO13,8,5,108195,2542.0,21072.0,6.0,2422.8,2,572.0,Expanded Positives
YWHAB,28,1,28082,1833.25,22830.0,4.625,501.64516129032256,6,149.33333333333334,Expanded Positives
DTNA,20,3,83901,2229.428571428572,398554.0,10.857142857142858,1492.6342857142856,28,371.28571428571433,Expanded Positives
REEP5,4,1,21493,1327.5,45904.0,4.428571428571429,448.7826086956522,5,144.0,Expanded Positives
MBP,31,1,33117,1865.7727272727273,154856.0,4.833333333333333,455.8343558282209,31,140.1290322580645,Expanded Positives
GABRA6,6,2,51024,1312.4,155530.0,5.4444444444444455,1008.375,5,293.8,Expanded Positives
BRCA2,86,5,384202,5067.8,85180.0,10.454545454545457,6219.113402061856,4,1771.5,Expanded Positives
GLRA2,4,2,52002,2194.75,202514.0,8.75,1152.857142857143,4,370.5,Expanded Positives
NEGR1,3,2,38719,9095.0,886596.0,4.4,873.0,2,290.0,Expanded Positives
DCTN2,21,1,44231,1037.375,17229.0,6.833333333333332,831.1150442477876,10,253.1,Expanded Positives
PAX3,9,3,52968,1739.625,99108.0,6.4,1278.5806451612902,8,397.75,Expanded Positives
SPRN,3,1,14522,3128.0,3906.0,2.0,456.0,1,151.0,Expanded Positives
TJP1,191,4,195459,5058.333333333333,216820.3035019455,16.0625,4670.666666666667,12,1242.6666666666667,Expanded Positives
HECW2,26,5,175769,7159.0,404585.0,12.705882352941178,3622.9700598802397,7,1044.4285714285713,Expanded Positives
LMNB2,47,2,69948,4634.0,29321.0,4.833333333333333,1863.0,1,620.0,Expanded Positives
MYL12B,11,2,19779,1120.0,16952.0,4.0,519.0,5,172.0,Expanded Positives
OPA1,26,1,111631,4560.285714285715,104667.0,21.40625,2052.007633587786,27,620.1481481481483,Expanded Positives
CDH9,12,2,88689,1390.0,240553.0,6.0,1611.2631578947367,3,334.0,Expanded Positives
ATAT1,9,1,46810,2107.0714285714284,19981.0,9.240963855421684,1070.409090909091,42,349.33333333333326,Expanded Positives
AHCYL1,20,2,58951,3586.333333333333,38977.0,10.833333333333336,1499.0,3,498.66666666666674,Expanded Positives
HNRNPL,38,3,64133,1537.0,15959.0,7.466666666666668,1249.9866666666667,14,387.0,Expanded Positives
CCT4,24,1,57924,2318.5,20586.0,8.25,1576.666666666667,2,524.0,Expanded Positives
WDR5,7,1,36588,1477.666666666667,24603.0,7.666666666666668,709.4347826086956,3,162.0,Expanded Positives
ITPR3,42,5,304106,9474.5,76209.0,58.5,8016.0,2,2671.0,Expanded Positives
CELF4,1,1,51966,1629.0555555555554,322787.0,7.695652173913044,1066.5,19,290.7368421052632,Expanded Positives
ZSCAN5B,7,3,55826,1202.5,8350.0,4.0,1035.0,4,324.0,Expanded Positives
FUNDC1,6,1,17178,1054.0,19220.0,4.5,468.0,1,155.0,Expanded Positives
GPHN,41,3,79748,2081.714285714286,674396.0,10.0625,1524.4390243902442,11,308.6363636363636,Expanded Positives
GNB1,11,1,37377,1844.166666666667,105832.0,7.0,733.75,6,225.83333333333331,Expanded Positives
MBOAT7,11,1,52765,1948.6046511627908,16569.6220472441,5.366197183098592,1072.914089347079,45,340.77777777777777,Expanded Positives
FRRS1L,1,1,37270,8201.0,37002.0,4.166666666666667,325.4,4,110.0,Expanded Positives
FN3K,5,1,35171,1393.0,15581.0,4.0,930.0,1,309.0,Expanded Positives
DNAJA3,12,3,52489,2007.857142857143,30970.0,5.296296296296297,879.2970297029702,13,240.7692307692308,Expanded Positives
UNC80,16,1,363390,9751.666666666666,227307.0,25.875,9150.021897810218,3,2346.0,Expanded Positives
CADM2,1,3,47554,4074.666666666666,1115448.0,6.8,1279.0,6,425.33333333333326,Expanded Positives
NLK,8,1,58283,2514.5,154644.0,5.833333333333332,1426.08,3,394.33333333333326,Expanded Positives
RACGAP1,53,2,71027,1039.0,56213.0,7.571428571428571,1070.2920792079208,26,229.9230769230769,Expanded Positives
POP7,5,1,15651,666.5,1365.0,2.0,417.5,2,138.5,Expanded Positives
TNIK,65,2,154943,4014.3,401994.0,19.4,3794.8150943396226,10,1090.7,Expanded Positives
CASD1,4,1,91680,2231.5,47800.0,6.666666666666668,1365.9142857142858,4,267.5,Expanded Positives
TRIM46,5,2,83424,2724.25,11184.0,9.545454545454543,1999.012987012987,8,660.5,Expanded Positives
RAP1A,6,1,20987,2425.333333333333,174473.0,8.0,503.86956521739125,3,165.66666666666666,Expanded Positives
GRIK2,16,3,102583,3440.0,888826.0,10.909090909090908,2363.9482758620693,9,659.8888888888888,Expanded Positives
CACNA2D3,6,4,123011,3088.833333333333,952010.0,23.66666666666667,2356.6111111111113,9,667.2222222222222,Expanded Positives
PPP2CB,8,1,35575,909.4,39857.0,3.4,498.26923076923083,6,140.16666666666666,Expanded Positives
ZMAT3,6,2,32059,3862.25,112094.0,6.75,910.8518518518518,3,241.66666666666663,Expanded Positives
EGR4,2,1,61623,2374.5,2776.0,2.0,1615.5,2,537.5,Expanded Positives
DCTN1,38,2,141695,2432.6875,30933.0,12.74074074074074,3218.8305084745757,17,675.3529411764706,Expanded Positives
CDK14,20,1,53057,2574.555555555556,744166.0,7.333333333333332,904.7553191489363,10,239.6,Expanded Positives
FAM126B,31,1,58647,2770.75,97953.0,6.090909090909091,684.9111111111113,5,201.8,Expanded Positives
STMN2,7,1,20828,1202.3333333333333,55361.0,5.333333333333333,538.6875,3,178.0,Expanded Positives
TTBK1,27,1,142737,6054.5,44777.0,14.0,3119.142857142857,2,1017.0,Expanded Positives
PCBP2,49,1,38580,1570.388888888889,29060.0,9.192307692307693,881.0136363636364,20,263.05,Expanded Positives
SUCLA2,14,2,50317,1340.5454545454545,292232.0,7.1,906.6311475409835,16,266.1875,Expanded Positives
WRNIP1,31,4,72133,2542.4,21538.0,6.8,1643.3823529411764,5,539.2,Expanded Positives
AKAP5,15,1,47088,4544.0,9004.0,1.5,1284.0,2,427.0,Expanded Positives
MAPK9,12,1,48139,2818.0,58956.0,8.384615384615385,897.4123711340206,10,275.8,Expanded Positives
MYH10,61,4,228999,5962.5,156556.0,14.090909090909092,5725.886363636364,4,1538.75,Expanded Positives
DGKZ,49,4,124128,2548.5454545454545,47649.0,15.875,2391.6587030716723,13,607.6153846153846,Expanded Positives
EGFR,74,4,134277,3914.0,192611.0,14.363636363636365,2599.668874172185,8,724.5,Expanded Positives
ERH,9,1,12259,688.5,18171.0,3.0,272.57142857142856,2,87.5,Expanded Positives
PDZD4,20,1,86171,3623.333333333334,28399.0,6.333333333333332,1829.142857142857,4,581.5,Expanded Positives
WASL,19,3,54827,4363.0,67060.0,11.0,1518.0,1,505.0,Expanded Positives
STMN3,15,1,21017,1338.6,17977.0,4.2,495.38095238095235,5,152.0,Expanded Positives
HERC2,56,7,527228,4699.0,233848.8376383764,13.55,8075.515283842796,9,1131.0,Expanded Positives
PXN,125,2,64505,2365.2727272727275,55332.0,7.227272727272727,1479.015748031496,14,380.21428571428567,Expanded Positives
SDHA,13,2,72692,1699.0,38841.0,7.0,1532.5820895522388,7,385.4285714285714,Expanded Positives
EPHA5,25,5,114803,6217.833333333332,350932.0,17.166666666666668,3000.932038834952,6,997.3333333333335,Expanded Positives
UBB,27,1,25762,826.375,1947.0,2.1111111111111107,527.2941176470588,8,176.375,Expanded Positives
PSMD10,4,4,24428,921.6,7342.0,4.428571428571429,513.8076923076924,5,173.0,Expanded Positives
RUNX1T1,11,3,67566,2549.2352941176473,148319.0,6.211538461538463,1115.3591549295777,41,253.12195121951217,Expanded Positives
RPL34,7,1,13293,586.4,9846.0,4.571428571428571,354.0,5,117.0,Expanded Positives
APC2,34,8,243949,4060.142857142857,26942.0,10.875,3704.876712328767,7,934.1428571428572,Expanded Positives
KBTBD6,6,3,76138,5178.0,5177.0,1.0,2025.0,1,674.0,Expanded Positives
GLRB,8,2,56122,2070.75,95965.0,7.142857142857142,866.2978723404256,6,240.83333333333331,Expanded Positives
GPR158,17,1,135489,6966.5,427427.0,7.25,3524.347826086957,2,1175.5,Expanded Positives
ARHGAP32,109,3,230529,6173.8,314264.0,11.875,4465.2602739726035,5,1337.4,Expanded Positives
CNNM1,8,2,104351,5702.0,64974.0,6.5,2856.0,1,951.0,Expanded Positives
RANGAP1,21,2,63542,1958.4285714285716,40640.0,9.571428571428571,1395.8358208955224,7,326.2857142857143,Expanded Positives
FYN,33,3,60762,1384.842105263158,213120.0,6.689655172413793,1012.5733333333334,19,258.7894736842105,Expanded Positives
PCDHA8,8,3,103051,4007.0,171160.0,2.5,2771.4,2,882.0,Expanded Positives
KCNQ2,21,5,95848,1785.7931034482758,65156.76076555024,6.333333333333332,1685.841059602649,29,449.3793103448277,Expanded Positives
NUDT21,8,1,26227,1786.333333333333,23066.0,3.4285714285714284,490.2352941176471,3,149.0,Expanded Positives
RPL14,5,1,23432,2933.333333333333,11295.0,4.333333333333333,457.5,4,151.5,Expanded Positives
ABR,19,5,97598,1701.9545454545455,178482.15275813296,6.931372549019607,1675.78373015873,51,334.21568627450984,Expanded Positives
PCDHGC5,12,4,101921,3762.0,23858.0,2.5,2795.4,2,911.0,Expanded Positives
MAPK6,25,1,82681,5330.0,115269.0,3.0,2166.0,1,721.0,Expanded Positives
