,genes
8010,TMEM165
8011,SUPT4H1
8012,CELF3
8013,PDZK1
8014,APOL2
8015,ITGB5
8016,PCDH9
8017,USP19
8018,CCND2
8019,FZD10
8020,UAP1
8021,PCDHA4
8022,CPSF7
8023,CHSY1
8024,TOPORS
8025,RNF167
8026,OSBP2
8027,TOPAZ1
8028,JPH2
8029,ZCCHC12
8030,HSPBP1
8031,JAGN1
8032,SOD3
8033,KLHL25
8034,SCARB1
8035,KCNB2
8036,USP30
8037,ZNF362
8038,KRT81
8039,GMPPB
8040,COG8
8041,LIG4
8042,DCAF7
8043,MYL2
8044,EVI5L
8045,S100A7
8046,ELP2
8047,MYL5
8048,ADAP1
8049,SH2D1A
8050,POLR2L
8051,SGCB
8052,HOXB6
8053,GATA3
8054,SSR3
8055,KPNA7
8056,FXYD3
8057,ZGPAT
8058,GTF3C1
8059,ABL2
8060,USP25
8061,RFC5
8062,UBN1
8063,ZDHHC13
8064,KRTAP19-4
8065,OCIAD2
8066,MRPL16
8067,B3GALT2
8068,BRAT1
8069,MTA1
8070,DNTT
8071,RGL4
8072,THBS3
8073,CD180
8074,TUBGCP2
8075,WDR59
8076,ZNF696
8077,ARNTL2
8078,ISOC1
8079,FZR1
8080,LPO
8081,MRPS14
8082,PELI3
8083,ASB8
8084,ZNF644
8085,FAM53B
8086,GGT7
8087,SAP30L
8088,HPS3
8089,TOM1L1
8090,TNPO3
8091,PTPRU
8092,ATF1
8093,HMX3
8094,TNS4
8095,LRG1
8096,TFAP2A
8097,KLHL24
8098,SAMD4B
8099,NOX1
8100,TRERF1
8101,KLF5
8102,ZNF574
8103,HIRA
8104,PIR
8105,DAZAP2
8106,HIF3A
8107,DENND4B
8108,LCA5L
8109,ITGB1BP2
8110,TADA1
8111,ADAMTS1
8112,OSTF1
8113,NFXL1
8114,WNT11
8115,KCNN3
8116,TM7SF3
8117,HELB
8118,ATF6B
8119,MED11
8120,POLRMT
8121,PARD6A
8122,RPIA
8123,PML
8124,OSBPL3
8125,SEC24D
8126,DXO
8127,NADSYN1
8128,CACNA1S
8129,TCEAL3
8130,MBL2
8131,CDC45
8132,ABCD4
8133,DPH5
8134,NUDCD1
8135,SLC26A6
8136,BCL10
8137,VPS4B
8138,DIP2A
8139,CBFA2T3
8140,STAT5B
8141,ZBTB7B
8142,POGZ
8143,F5
8144,SHKBP1
8145,ZC3H13
8146,HNRNPLL
8147,NKX3-1
8148,MT1M
8149,MCM9
8150,CYLC2
8151,PDE4A
8152,GPR25
8153,TNNI1
8154,ZNF766
8155,GNL3L
8156,ASXL2
8157,ZBTB26
8158,ZMYM1
8159,ATP2A3
8160,ZNF764
8161,ABCA13
8162,SDC3
8163,RFC3
8164,HBP1
8165,LRP3
8166,ZNF415
8167,TMX4
8168,CLIC4
8169,LPIN1
8170,MCIDAS
8171,MTF2
8172,ANAPC7
8173,SF3A2
8174,PAAF1
8175,ENDOV
8176,SCYL1
8177,TARBP1
8178,AKAP13
8179,ZNF143
8180,GRB14
8181,FERMT3
8182,NINL
8183,EZH1
8184,ASCL3
8185,KRT72
8186,SESN2
8187,CPSF2
8188,THBS2
8189,KRTAP10-8
8190,FSCN2
8191,USP1
8192,TNRC6A
8193,SLC25A39
8194,NUTM1
8195,ANKRD28
8196,PIGB
8197,DZIP3
8198,DPP8
8199,MYCT1
8200,GTF2IRD2
8201,ZNF655
8202,APLF
8203,SKAP1
8204,SCAP
8205,KDELR1
8206,KBTBD6
8207,SNRPB
8208,NAGS
8209,SLC35B4
8210,PATL1
8211,NR2F2
8212,ADAMTS4
8213,GPR87
8214,CUL3
8215,CD300LD
8216,SLC51B
8217,DCPS
8218,REXO4
8219,AHCTF1
8220,CDK2AP2
8221,ANKRD30A
8222,MTMR8
8223,PODXL
8224,BCKDHB
8225,TNFSF13
8226,CPNE1
8227,SEL1L
8228,RNF169
8229,KITLG
8230,POLR1A
8231,FBXL19
8232,EIF2B5
8233,WWC1
8234,IGFBP1
8235,CSAD
8236,MPZ
8237,PAK1IP1
8238,DIAPH3
8239,IGFBP5
8240,GRAMD1C
8241,THADA
8242,PITX2
8243,TRPM1
8244,BUD13
8245,TRIM56
8246,MT2A
8247,SUV39H1
8248,TCTE1
8249,PPM1A
8250,SLC35C1
8251,LEO1
8252,ETFB
8253,OSR1
8254,SLC5A5
8255,CNGA1
8256,FLT3
8257,IFNGR2
8258,OGT
8259,RMI2
8260,RFXAP
8261,KLK15
8262,SART1
8263,GALNT1
8264,CASP10
8265,ZNF410
8266,MTO1
8267,SLFN11
8268,DSE
8269,NUP107
8270,DGKG
8271,DPY19L1
8272,VIP
8273,EIF2B1
8274,DHODH
8275,ZNF846
8276,GNLY
8277,TMC7
8278,TXLNA
8279,SCAF4
8280,LARP1B
8281,ZBTB6
8282,PPP1R14A
8283,ARL13B
8284,TUBE1
8285,CD3EAP
8286,ZBP1
8287,ZNF554
8288,GIMAP5
8289,FGFRL1
8290,STEAP2
8291,ZNF354A
8292,HDGF
8293,GMFG
8294,SH2D2A
8295,SUDS3
8296,NID2
8297,TEX14
8298,VPS26B
8299,COL4A1
8300,NKX2-5
8301,KMT2D
8302,DNAAF3
8303,MSRB3
8304,MBTPS1
8305,DNAH3
8306,KIAA0753
8307,PSME1
8308,PEX11G
8309,CDV3
8310,RIMBP3C
8311,DAZAP1
8312,PDE8B
8313,TMC4
8314,UBE2D1
8315,PEX13
8316,CTDP1
8317,ARV1
8318,NFX1
8319,CAMSAP3
8320,MED17
8321,SLC25A16
8322,C1QTNF1
8323,ATF7
8324,YIPF4
8325,HOXA7
8326,LETM2
8327,HMGB3
8328,ATG4D
8329,ARHGEF10
8330,SLC10A4
8331,ZNF594
8332,GPSM3
8333,POLR2E
8334,PRPF31
8335,CDKAL1
8336,TXLNB
8337,CCNJ
8338,ZNF112
8339,PSMG1
8340,CSNK1G3
8341,DCXR
8342,TBX21
8343,TAF13
8344,PLIN1
8345,MYH2
8346,DOCK11
8347,COX17
8348,PNPT1
8349,FAM13A
8350,JPH1
8351,USP26
8352,IPO13
8353,PPM1G
8354,USB1
8355,PPP1R16A
8356,MYB
8357,RGS22
8358,DBR1
8359,TRAPPC11
8360,TMBIM1
8361,AMT
8362,CD80
8363,TMC5
8364,NIPBL
8365,ZNF395
8366,PDLIM1
8367,IFNGR1
8368,FBXL17
8369,KRTAP10-6
8370,MYH8
8371,OSR2
8372,POLR2J
8373,CEBPB
8374,ST3GAL4
8375,PDCD5
8376,GPCPD1
8377,ZNF385B
8378,DCDC2B
8379,ITGB3BP
8380,HOXA11
8381,CHKB
8382,GSS
8383,ZNF691
8384,SRSF4
8385,MXI1
8386,CDC23
8387,FKBP3
8388,CEP78
8389,HSF4
8390,PPM1L
8391,CUL9
8392,MYBL2
8393,PLEKHM2
8394,SLC2A14
8395,ERLEC1
8396,HMGCR
8397,SLC23A2
8398,CLEC1B
8399,PRKACG
8400,COL25A1
8401,CA14
8402,OLR1
8403,PDCL3
8404,TDRD3
8405,OR8D4
8406,TTC12
8407,ITM2A
8408,CBFA2T2
8409,NAA16
8410,RBM19
8411,KRT31
8412,ARSK
8413,CDAN1
8414,GPATCH11
8415,COLEC12
8416,BTN3A3
8417,GAS2
8418,EBF3
8419,ZDHHC20
8420,SLC16A6
8421,MRPL48
8422,PDX1
8423,ZNF587
8424,ZNF534
8425,DZIP1
8426,TYMP
8427,PPP2R1B
8428,NOM1
8429,HBE1
8430,EIF3I
8431,ALAS1
8432,PRDM9
8433,RGS5
8434,CDC14A
8435,CATSPERG
8436,KLHL9
8437,AOC1
8438,LXN
8439,FMO3
8440,SMARCE1
8441,NKX2-4
8442,CCNB1IP1
8443,HMGN1
8444,USP24
8445,NKAP
8446,EHBP1
8447,AIRE
8448,DPPA4
8449,ARHGAP35
8450,ZBTB7C
8451,PAX3
8452,SETD1B
8453,UBE2C
8454,SLC12A6
8455,MTFR1
8456,MBD4
8457,MAPK11
8458,INPP5D
8459,RUSC2
8460,OTP
8461,PPP1R1A
8462,NTMT1
8463,B4GALT3
8464,ADI1
8465,XKR6
8466,TOR4A
8467,AK2
8468,RAD54L2
8469,DNAH17
8470,RPL18
8471,THOC6
8472,SNX21
8473,IFRD1
8474,U2AF2
8475,ZNF676
8476,PLCD4
8477,CP
8478,SRSF10
8479,SSX7
8480,CLIC1
8481,DNTTIP2
8482,OS9
8483,SEMA3E
8484,SALL4
8485,JUND
8486,VPS16
8487,ZNF625
8488,PCNT
8489,MYNN
8490,PMM2
8491,YAP1
8492,POU2F3
8493,NR3C2
8494,TNFAIP6
8495,SP110
8496,ACP5
8497,MZT2A
8498,AOC3
8499,DVL2
8500,MAFG
8501,PIGS
8502,RRP12
8503,NASP
8504,APLP2
8505,MRPL15
8506,CLDN11
8507,PANK2
8508,BBS9
8509,PCDHGC4
8510,CHST3
8511,ARSB
8512,ST6GALNAC4
8513,ZNF791
8514,OIP5
8515,RAB43
8516,ZNF683
8517,HNRNPDL
8518,TMEM135
8519,KANSL1
8520,NLRC5
8521,FRMPD1
8522,SERINC3
8523,MYO10
8524,ABCG2
8525,OPLAH
8526,MBTD1
8527,MYLK3
8528,FOSL2
8529,TIMM17A
8530,CLIP3
8531,POLE2
8532,ABCG4
8533,MMAA
8534,AVPR2
8535,SEH1L
8536,PWP2
8537,PPP4C
8538,TAPT1
8539,IFIT1B
8540,RGS16
8541,P2RY8
8542,ZFPM1
8543,ZFP2
8544,WNT2
8545,ZC3H18
8546,UACA
8547,SEMA3G
8548,MLST8
8549,ZBTB42
8550,NMT2
8551,SPAG7
8552,TBC1D2B
8553,HSD17B13
8554,MKI67
8555,TPRG1
8556,RNF138
8557,MYBL1
8558,HS3ST3A1
8559,RHOD
8560,SAYSD1
8561,NANOGNB
8562,MEGF10
8563,SDC2
8564,PUM1
8565,GZMA
8566,HCRTR1
8567,CDCA8
8568,DUSP16
8569,NSRP1
8570,FLT1
8571,SPRR2E
8572,SLC44A5
8573,ECH1
8574,SLCO4A1
8575,IER2
8576,SLC7A6
8577,KAT2A
8578,PLA2R1
8579,HEXB
8580,IGLL1
8581,DDO
8582,TTF2
8583,GCLC
8584,ANXA9
8585,BMI1
8586,MTHFSD
8587,IRX2
8588,UNC5A
8589,CNOT4
8590,GPR37L1
8591,SNRPG
8592,TNFSF9
8593,IL32
8594,TSPAN7
8595,WIPF3
8596,WDR5B
8597,XXYLT1
8598,ARHGEF37
8599,IGSF3
8600,NEK3
8601,ZNF708
8602,GATA6
8603,ZIC2
8604,BCAS2
8605,AIFM1
8606,EIF4G2
8607,XRCC5
8608,OMA1
8609,COL1A2
8610,ARHGAP31
8611,SNRNP40
8612,SERPING1
8613,PIWIL2
8614,ANGEL1
8615,MPHOSPH6
8616,PCDH18
8617,RASIP1
8618,CUL4A
8619,SLC9A1
8620,KSR1
8621,ITGB4
8622,CD2
8623,ERCC1
8624,CENPQ
8625,FCRL5
8626,SCNN1D
8627,PIWIL1
8628,USP13
8629,ELL
8630,FOXRED1
8631,S100A7A
8632,DTX3L
8633,PDGFRA
8634,CPSF6
8635,ADH1A
8636,AJAP1
8637,CRNN
8638,FEZ1
8639,VCX3A
8640,MSTN
8641,CPNE3
8642,LHX2
8643,EDF1
8644,PTGFRN
8645,MTAP
8646,NEIL1
8647,TNIP1
8648,HS2ST1
8649,HLA-F
8650,ADAM19
8651,FLT4
8652,ZNF786
8653,LILRA4
8654,CMBL
8655,UCK1
8656,WRN
8657,ZNHIT6
8658,PHLPP2
8659,RAET1G
8660,RBP1
8661,C8A
8662,TBC1D15
8663,FEM1A
8664,IMP4
8665,PIGH
8666,RPF1
8667,NECAP2
8668,TARS2
8669,CDK1
8670,TMEM25
8671,GPRASP1
8672,KHSRP
8673,ELF3
8674,ADIPOR2
8675,FANCA
8676,BLZF1
8677,KRT38
8678,KANSL2
8679,CCNB3
8680,TRAF1
8681,ZNF331
8682,SH3BP4
8683,BACH1
8684,UBP1
8685,STAR
8686,SPRY4
8687,SRSF12
8688,WNT1
8689,OBSCN
8690,RBPJ
8691,PHLPP1
8692,KDM5C
8693,CCNO
8694,ALDH1L2
8695,INTS6
8696,VWF
8697,HUNK
8698,PITPNM1
8699,POMT2
8700,AHSG
8701,SLC39A10
8702,NACC2
8703,RNASEL
8704,CD99
8705,SDHB
8706,SENP6
8707,RHNO1
8708,OR6C1
8709,HRH1
8710,SAMD9L
8711,CASP7
8712,SLC25A48
8713,ZNF93
8714,TAPBP
8715,KRT73
8716,COG5
8717,ACADM
8718,LNX1
8719,TFB1M
8720,RNF25
8721,ZNF800
8722,FOLH1
8723,LIN37
8724,PTPN1
8725,ATP8B1
8726,DCAF5
8727,FTCD
8728,ZSCAN9
8729,PCMTD2
8730,TAS1R2
8731,VRK3
8732,NLRP4
8733,ZNF397
8734,RABGGTA
8735,CARNS1
8736,DNAH9
8737,TATDN2
8738,CD320
8739,DAPP1
8740,MAML2
8741,CCNE1
8742,VGLL4
8743,KLF6
8744,SMU1
8745,PGAP1
8746,MTMR4
8747,MYEF2
8748,DRAP1
8749,LRRC14
8750,RIC3
8751,PLA2G4F
8752,GNAT3
8753,KATNBL1
8754,HEYL
8755,KNG1
8756,TMSB4Y
8757,HIBADH
8758,FAF2
8759,HNF4G
8760,MRPL28
8761,SIM1
8762,VWA1
8763,DCTD
8764,TF
8765,CMTR2
8766,IBTK
8767,RP1L1
8768,PSME3
8769,GSR
8770,MSC
8771,AGTPBP1
8772,ZNF346
8773,ZNF250
8774,TLX3
8775,DDX21
8776,TGM2
8777,SLC25A42
8778,TC2N
8779,STAP1
8780,RSF1
8781,GLB1
8782,TOMM34
8783,GLRX2
8784,PLCXD1
8785,ITPR2
8786,KLHL31
8787,ABCD2
8788,PBRM1
8789,CYP11A1
8790,KCNV2
8791,CSRP3
8792,MLIP
8793,CNOT6L
8794,GALNT8
8795,TNP1
8796,CEACAM3
8797,CNKSR1
8798,MOBP
8799,VIPR2
8800,CRYGC
8801,HS6ST2
8802,SIPA1
8803,ARIH1
8804,VEZF1
8805,PMS1
8806,MYPN
8807,SLC25A25
8808,CIDEB
8809,TPCN1
8810,DCSTAMP
8811,ZNF473
8812,PIP5KL1
8813,FBXL13
8814,FAM136A
8815,ACAP3
8816,PHTF1
8817,LRRC6
8818,PHKG2
8819,MEOX1
8820,ALPP
8821,ZNF787
8822,ARSJ
8823,CYP4F12
8824,ACVRL1
8825,DNPEP
8826,ZKSCAN7
8827,USP45
8828,ALG5
8829,NOL10
8830,ARHGEF40
8831,TAP1
8832,RAB17
8833,ITPKB
8834,ENTPD3
8835,GCM1
8836,SERPINF1
8837,ESYT2
8838,LMX1A
8839,CLCN1
8840,MORC3
8841,GTSE1
8842,ANKRD13A
8843,BCAM
8844,LCORL
8845,NDUFA7
8846,FHOD3
8847,DHRS1
8848,OSTM1
8849,RBFOX3
8850,ZFX
8851,ABCA5
8852,KCNK9
8853,ATPAF1
8854,DENND3
8855,SIGLEC11
8856,TTC3
8857,NLE1
8858,HAL
8859,METAP2
8860,PSMD12
8861,CTPS1
8862,MAP3K10
8863,ATE1
8864,ZBED3
8865,UPF3B
8866,LTK
8867,INTS2
8868,AKR1B1
8869,DOK4
8870,CCNA2
8871,ZC3H12A
8872,SLC12A8
8873,ARX
8874,NT5C1A
8875,GLIS3
8876,IPO8
8877,LGALS9B
8878,REEP6
8879,TOMM6
8880,SMOX
8881,MKRN1
8882,USP7
8883,TAF1B
8884,STK38
8885,PRAF2
8886,SLC16A5
8887,SMAP2
8888,EMX2
8889,ZNF343
8890,PI4KB
8891,TRMT6
8892,MOK
8893,SEZ6L2
8894,GALNT5
8895,KDM6A
8896,MAST4
8897,EPHA1
8898,DHX16
8899,DYM
8900,CROCC
8901,ACKR2
8902,CCDC8
8903,MRPS24
8904,CASP6
8905,UBE2L6
8906,CNOT8
8907,DLK1
8908,AP4B1
8909,CALCOCO2
8910,SLC15A4
8911,NFYC
8912,WDR35
8913,ZNF177
8914,ARHGEF6
8915,TM9SF4
8916,TGFBR1
8917,TEC
8918,CCDC66
8919,CYP1A1
8920,SPTA1
8921,HOXA5
8922,SSTR1
8923,LAYN
8924,CRTC2
8925,BCDIN3D
8926,NFATC3
8927,ANTXR2
8928,ZNF566
8929,LDHAL6A
8930,IFNLR1
8931,ZBTB17
8932,NPLOC4
8933,DHFR
8934,SUMF2
8935,GYG1
8936,APEX2
8937,DAPK2
8938,GOLGA8A
8939,S100A10
8940,ARHGEF5
8941,TAT
8942,TGIF2
